citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:45:27.749435031Z 2018-11-03 18:45:27 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:00.404223908Z 2018-11-03 20:00:00 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.728077821Z 2018-11-03 19:54:26 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.731426412Z 2018-11-03 19:54:26 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.731479816Z 2018-11-03 19:54:26 [XNIO-2 task-16] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.731495315Z 2018-11-03 19:54:26 [XNIO-2 task-16] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.17711765,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.749363441Z 2018-11-03 19:54:26 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=4b489396f2562d42ff2759e0b2d7758a, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:26.756567330Z 2018-11-03 19:54:26 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"FwfSddHwsg8MB32On3Z7uXr/oEFUuO2cvrivb5aICYhbUwYLMUZvNnVzgO7yv8tMujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:27.349573721Z 2018-11-03 19:54:27 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:50.909017167Z 2018-11-03 19:54:50 [XNIO-2 task-18] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265568423654719488,"phone":"13611780881","citicOpenId":"93515984A19F46298B1B8B1471BE8812","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:50.909094543Z 2018-11-03 19:54:50 [XNIO-2 task-18] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"93515984A19F46298B1B8B1471BE8812","isAuthenticated":false,"level":"1","phone":"13611780881","uid":265568423654719488}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:50.939131885Z 2018-11-03 19:54:50 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:54:54.291774279Z 2018-11-03 19:54:54 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:13.660833125Z 2018-11-03 19:55:13 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:15.366503677Z 2018-11-03 19:55:15 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:15.596353264Z 2018-11-03 19:55:15 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265568712579350528,"phone":"18749936185","citicOpenId":"BEB0220BFF164B51BB2B08CA0F62520B","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:15.596444850Z 2018-11-03 19:55:15 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"BEB0220BFF164B51BB2B08CA0F62520B","isAuthenticated":false,"level":"1","phone":"18749936185","uid":265568712579350528}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.506078634Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265568712579350528,"phone":"18749936185","citicOpenId":"BEB0220BFF164B51BB2B08CA0F62520B","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.506149982Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"BEB0220BFF164B51BB2B08CA0F62520B","isAuthenticated":false,"level":"1","phone":"18749936185","uid":265568712579350528}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.508083212Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.520058875Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.522982306Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.525868058Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.528563004Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.531335243Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.534104486Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.536918577Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.539486762Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.539515422Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.539523501Z 2018-11-03 19:55:18 [XNIO-2 task-6] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.1696834,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.558203271Z 2018-11-03 19:55:18 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=646863632d8f9393fc1ea744b0726e8c, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:18.564167769Z 2018-11-03 19:55:18 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"8M4d2Qa8oGLh2T1LAzgG1xl5QEBjEF9hFjb8K2QPsqBOHjamFKXkEtC4P0Sa9swBujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:19.157694784Z 2018-11-03 19:55:19 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_10 | 2018-11-03T11:55:45.673876411Z 2018-11-03 19:55:45 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:00.700118334Z 2018-11-03 20:00:00 [XNIO-2 task-9] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265569907859521536,"phone":"13367651512","citicOpenId":"9F051CD412DC4B9D998CDF7CE500F5D1","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:00.700165082Z 2018-11-03 20:00:00 [XNIO-2 task-9] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"9F051CD412DC4B9D998CDF7CE500F5D1","isAuthenticated":false,"level":"0","phone":"13367651512","uid":265569907859521536}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:03.231891144Z 2018-11-03 20:00:03 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:29.369821812Z 2018-11-03 20:00:29 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:00:45.375159029Z 2018-11-03 20:00:45 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:25.190717829Z 2018-11-03 20:01:25 [XNIO-2 task-18] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:27.782142247Z 2018-11-03 20:01:27 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:27.905438747Z 2018-11-03 20:01:27 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265570003221217280,"phone":"15277586270","citicOpenId":"11F4DDE0988640F7AB67E63B09554B95","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:27.905482364Z 2018-11-03 20:01:27 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"11F4DDE0988640F7AB67E63B09554B95","isAuthenticated":false,"level":"0","phone":"15277586270","uid":265570003221217280}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:38.922408591Z 2018-11-03 20:01:38 [XNIO-2 task-1] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265570319136194560,"phone":"13623205848","citicOpenId":"F609B3C012CD42B6A2ED671D5502D939","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:38.922477624Z 2018-11-03 20:01:38 [XNIO-2 task-1] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"F609B3C012CD42B6A2ED671D5502D939","isAuthenticated":false,"level":"0","phone":"13623205848","uid":265570319136194560}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.863047898Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265570319136194560,"phone":"13623205848","citicOpenId":"F609B3C012CD42B6A2ED671D5502D939","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.863127324Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"F609B3C012CD42B6A2ED671D5502D939","isAuthenticated":false,"level":"0","phone":"13623205848","uid":265570319136194560}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.864055435Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.872115538Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.874028895Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.875833561Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.877487526Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.879567701Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.881339519Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.883367823Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.885921990Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.885960664Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.886106693Z 2018-11-03 20:01:41 [XNIO-2 task-5] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.91077536,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.898974658Z 2018-11-03 20:01:41 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=c49c77ada66cb49ce2a03bd6462c231d, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:41.905917218Z 2018-11-03 20:01:41 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"QBFcGO0rT9TTVth/YzhSITVDNwj1gKBE+tb9V9xuhl8kXK/Y682kSgqq+RXELMRYujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:42.455959049Z 2018-11-03 20:01:42 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:47.482611596Z 2018-11-03 20:01:47 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:01:52.701254686Z 2018-11-03 20:01:52 [XNIO-2 task-7] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:02:26.588438978Z 2018-11-03 20:02:26 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:02:29.303769160Z 2018-11-03 20:02:29 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:01.124370037Z 2018-11-03 20:03:01 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:08.640026272Z 2018-11-03 20:03:08 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:25.191322051Z 2018-11-03 20:03:25 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:25.356864947Z 2018-11-03 20:03:25 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265570705725194240,"phone":"18583518692","citicOpenId":"90EEADB8DF354604B1D04CE2C7E0D825","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:25.356910851Z 2018-11-03 20:03:25 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"90EEADB8DF354604B1D04CE2C7E0D825","isAuthenticated":false,"level":"0","phone":"18583518692","uid":265570705725194240}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:03:35.583042637Z 2018-11-03 20:03:35 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:04:34.339253716Z 2018-11-03 20:04:34 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:05:03.950354185Z 2018-11-03 20:05:03 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:05:04.171524786Z 2018-11-03 20:05:04 [XNIO-2 task-16] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265571180512018432,"phone":"13579735584","citicOpenId":"E8DFE354FBBA4ECBAF25FE8107426200","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:05:04.171625858Z 2018-11-03 20:05:04 [XNIO-2 task-16] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"E8DFE354FBBA4ECBAF25FE8107426200","isAuthenticated":false,"level":"0","phone":"13579735584","uid":265571180512018432}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:05:05.514061547Z 2018-11-03 20:05:05 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265571180512018432,"phone":"13579735584","citicOpenId":"E8DFE354FBBA4ECBAF25FE8107426200","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_9  | 2018-11-03T12:05:05.514146959Z 2018-11-03 20:05:05 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"E8DFE354FBBA4ECBAF25FE8107426200","isAuthenticated":false,"level":"0","phone":"13579735584","uid":265571180512018432}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T12:18:25.611200899Z 2018-11-03 20:18:25 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T12:18:39.188611907Z 2018-11-03 20:18:39 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T12:19:30.812100628Z 2018-11-03 20:19:30 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T12:20:19.843851097Z 2018-11-03 20:20:19 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T12:21:04.743967368Z 2018-11-03 20:21:04 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:55:08.058491323Z 2018-11-03 19:55:08 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:55:09.167338409Z 2018-11-03 19:55:09 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:55:30.154559575Z 2018-11-03 19:55:30 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:56:09.356690344Z 2018-11-03 19:56:09 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T11:56:40.036194627Z 2018-11-03 19:56:40 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
